"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","365","Login form is displayed on page load","chromium","Wed Dec 24 17:02:38 UTC 2025","passed","Wed Dec 24 17:02:38 UTC 2025","Login Tests","login.spec.ts","",""
"","527","Navigate through multiple pages","chromium","Wed Dec 24 17:02:35 UTC 2025","passed","Wed Dec 24 17:02:36 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1567","Session persistence check","chromium","Wed Dec 24 17:02:46 UTC 2025","passed","Wed Dec 24 17:02:47 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","512","Invalid login with wrong password","chromium","Wed Dec 24 17:02:37 UTC 2025","passed","Wed Dec 24 17:02:37 UTC 2025","Login Tests","login.spec.ts","",""
"","467","Empty username shows error","chromium","Wed Dec 24 17:02:39 UTC 2025","passed","Wed Dec 24 17:02:39 UTC 2025","Login Tests","login.spec.ts","",""
"","2186","Failed login recovery flow","firefox","Wed Dec 24 17:02:50 UTC 2025","passed","Wed Dec 24 17:02:52 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1522","Valid login with correct credentials","firefox","Wed Dec 24 17:02:37 UTC 2025","passed","Wed Dec 24 17:02:39 UTC 2025","Login Tests","login.spec.ts","",""
"","1288","Handle broken locator scenario (self-healing demo)","webkit","Wed Dec 24 17:03:07 UTC 2025","passed","Wed Dec 24 17:03:08 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1433","Invalid login with wrong password","firefox","Wed Dec 24 17:02:39 UTC 2025","passed","Wed Dec 24 17:02:40 UTC 2025","Login Tests","login.spec.ts","",""
"","6988","Dynamic loading and waiting","firefox","Wed Dec 24 17:02:27 UTC 2025","passed","Wed Dec 24 17:02:34 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","855","Invalid login with wrong username","webkit","Wed Dec 24 17:02:53 UTC 2025","passed","Wed Dec 24 17:02:54 UTC 2025","Login Tests","login.spec.ts","",""
"","1382","Empty username shows error","firefox","Wed Dec 24 17:02:45 UTC 2025","passed","Wed Dec 24 17:02:46 UTC 2025","Login Tests","login.spec.ts","",""
"","1378","Invalid login with wrong username","firefox","Wed Dec 24 17:02:40 UTC 2025","passed","Wed Dec 24 17:02:41 UTC 2025","Login Tests","login.spec.ts","",""
"","1968","Complete user journey: Login → Dashboard → Logout","webkit","Wed Dec 24 17:02:58 UTC 2025","passed","Wed Dec 24 17:02:59 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1399","Empty password shows error","firefox","Wed Dec 24 17:02:46 UTC 2025","passed","Wed Dec 24 17:02:47 UTC 2025","Login Tests","login.spec.ts","",""
"","1819","Failed login recovery flow","webkit","Wed Dec 24 17:02:59 UTC 2025","passed","Wed Dec 24 17:03:01 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1028","Interact with form elements","firefox","Wed Dec 24 17:02:36 UTC 2025","passed","Wed Dec 24 17:02:37 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2878","Complete user journey: Login → Dashboard → Logout","firefox","Wed Dec 24 17:02:47 UTC 2025","passed","Wed Dec 24 17:02:50 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","658","Login form is displayed on page load","webkit","Wed Dec 24 17:02:54 UTC 2025","passed","Wed Dec 24 17:02:54 UTC 2025","Login Tests","login.spec.ts","",""
"","3633","Multiple login/logout cycles","webkit","Wed Dec 24 17:03:01 UTC 2025","passed","Wed Dec 24 17:03:05 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","6628","Dynamic loading and waiting","webkit","Wed Dec 24 17:02:42 UTC 2025","passed","Wed Dec 24 17:02:48 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","847","Empty username shows error","webkit","Wed Dec 24 17:02:56 UTC 2025","passed","Wed Dec 24 17:02:57 UTC 2025","Login Tests","login.spec.ts","",""
"","853","Invalid login with wrong password","webkit","Wed Dec 24 17:02:52 UTC 2025","passed","Wed Dec 24 17:02:53 UTC 2025","Login Tests","login.spec.ts","",""
"","1833","Checkbox toggle interactions","chromium","Wed Dec 24 17:02:26 UTC 2025","passed","Wed Dec 24 17:02:28 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2760","Session persistence check","firefox","Wed Dec 24 17:02:57 UTC 2025","passed","Wed Dec 24 17:03:00 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","921","Navigate through multiple pages","webkit","Wed Dec 24 17:02:48 UTC 2025","passed","Wed Dec 24 17:02:49 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1961","Handle broken locator scenario (self-healing demo)","firefox","Wed Dec 24 17:03:00 UTC 2025","passed","Wed Dec 24 17:03:02 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2342","Checkbox toggle interactions","firefox","Wed Dec 24 17:02:24 UTC 2025","passed","Wed Dec 24 17:02:26 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","901","File upload functionality","webkit","Wed Dec 24 17:02:41 UTC 2025","passed","Wed Dec 24 17:02:42 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","968","Handle broken locator scenario (self-healing demo)","chromium","Wed Dec 24 17:02:47 UTC 2025","passed","Wed Dec 24 17:02:48 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","501","Valid login with correct credentials","chromium","Wed Dec 24 17:02:36 UTC 2025","passed","Wed Dec 24 17:02:37 UTC 2025","Login Tests","login.spec.ts","",""
"","571","Interact with form elements","webkit","Wed Dec 24 17:02:49 UTC 2025","passed","Wed Dec 24 17:02:50 UTC 2025","Checkout Tests","checkout.spec.ts","",""
