"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1518","Logout after successful login","chromium","Wed Dec 24 20:55:28 UTC 2025","passed","Wed Dec 24 20:55:30 UTC 2025","Login Tests","login.spec.ts","",""
"","1284","File upload functionality","firefox","Wed Dec 24 20:55:18 UTC 2025","passed","Wed Dec 24 20:55:20 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1293","Navigate through multiple pages","webkit","Wed Dec 24 20:55:40 UTC 2025","passed","Wed Dec 24 20:55:42 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1080","Login form is displayed on page load","firefox","Wed Dec 24 20:55:34 UTC 2025","passed","Wed Dec 24 20:55:35 UTC 2025","Login Tests","login.spec.ts","",""
"","2195","Logout after successful login","firefox","Wed Dec 24 20:55:35 UTC 2025","passed","Wed Dec 24 20:55:37 UTC 2025","Login Tests","login.spec.ts","",""
"","2770","Session persistence check","firefox","Wed Dec 24 20:55:50 UTC 2025","passed","Wed Dec 24 20:55:53 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2396","Session persistence check","webkit","Wed Dec 24 20:56:02 UTC 2025","passed","Wed Dec 24 20:56:05 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","946","Interact with form elements","webkit","Wed Dec 24 20:55:42 UTC 2025","passed","Wed Dec 24 20:55:42 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","853","Navigate through multiple pages","chromium","Wed Dec 24 20:55:23 UTC 2025","passed","Wed Dec 24 20:55:24 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","631","Interact with form elements","chromium","Wed Dec 24 20:55:24 UTC 2025","passed","Wed Dec 24 20:55:25 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1331","File upload functionality","webkit","Wed Dec 24 20:55:32 UTC 2025","passed","Wed Dec 24 20:55:33 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2199","Failed login recovery flow","firefox","Wed Dec 24 20:55:43 UTC 2025","passed","Wed Dec 24 20:55:45 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","6501","Dynamic loading and waiting","chromium","Wed Dec 24 20:55:17 UTC 2025","passed","Wed Dec 24 20:55:23 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1259","Empty username shows error","webkit","Wed Dec 24 20:55:50 UTC 2025","passed","Wed Dec 24 20:55:52 UTC 2025","Login Tests","login.spec.ts","",""
"","2558","Checkbox toggle interactions","firefox","Wed Dec 24 20:55:16 UTC 2025","passed","Wed Dec 24 20:55:18 UTC 2025","Checkout Tests","checkout.spec.ts","",""
